year,month,day,latitude,longitude,depth (m),location,Ammonia (uM),Chlorophyll (mg/m3),Domoic Acid (ng/mL),Nitrate (uM),Nitrite (uM),Phosphate (uM),Pseudo-nitzschia delicatissima group (cells/L),Pseudo-nitzschia seriata group (cells/L),Pseudo-nitzschia Total Cells (cells/L),Silicate (uM),Water Temperature (°C)
2011,8,22,34.4161076,-119.8287494,0,Goleta Pier,1.15937,2.07222,NaN,NaN,0,0.395871,8800,1200,10000,3.14703,18.5
2011,8,29,34.4161076,-119.8287494,0,Goleta Pier,1.47702,5.68189,NaN,NaN,0,0.596242,58400,25700,84100,2.76164,17
2011,9,6,34.4161076,-119.8287494,0,Goleta Pier,1.75223,1.47061,NaN,NaN,0,0.347946,6400,9600,16000,1.34983,17
2011,9,15,34.4161076,-119.8287494,0,Goleta Pier,2.88964,2.0388,NaN,NaN,0,0.447974,3400,0,3400,2.15777,17
2011,9,19,34.4161076,-119.8287494,0,Goleta Pier,2.75118,2.67383,NaN,NaN,0,0.457097,0,0,0,2.79528,17
2011,9,26,34.4161076,-119.8287494,0,Goleta Pier,1.73738,2.02208,NaN,NaN,0,0.377268,0,0,0,2.63911,18
2011,12,7,36.603686,-121.889271,0,Monterey Wharf,NaN,23.23,NaN,NaN,NaN,NaN,1216,66358,67574,NaN,10.05
2011,12,14,36.603686,-121.889271,0,Monterey Wharf,NaN,7.75,NaN,NaN,NaN,NaN,0,1234,1234,NaN,12
2011,12,21,36.603686,-121.889271,0,Monterey Wharf,NaN,6.33,NaN,NaN,NaN,NaN,0,1717,1717,NaN,11.9
2011,12,28,36.603686,-121.889271,0,Monterey Wharf,NaN,12.26,NaN,NaN,NaN,NaN,0,166,166,NaN,12.1
2012,1,4,36.603686,-121.889271,0,Monterey Wharf,NaN,9.98,NaN,NaN,NaN,NaN,375,375,750,NaN,11.7
2012,1,13,36.603686,-121.889271,0,Monterey Wharf,NaN,7,NaN,NaN,NaN,NaN,0,386,386,NaN,11.4
2012,1,18,36.603686,-121.889271,0,Monterey Wharf,NaN,7.26,NaN,NaN,NaN,NaN,0,0,0,NaN,11.1
2012,1,25,36.603686,-121.889271,0,Monterey Wharf,NaN,5.39,NaN,NaN,NaN,NaN,0,0,0,NaN,12
2012,2,1,36.603686,-121.889271,0,Monterey Wharf,NaN,7.26,NaN,NaN,NaN,NaN,365,0,365,NaN,12.1
2012,2,8,36.603686,-121.889271,0,Monterey Wharf,NaN,6,NaN,NaN,NaN,NaN,179,0,179,NaN,12.3
2012,2,15,36.603686,-121.889271,0,Monterey Wharf,NaN,4.2,NaN,NaN,NaN,NaN,0,0,0,NaN,11.4
2012,2,22,36.603686,-121.889271,0,Monterey Wharf,NaN,3.72,NaN,NaN,NaN,NaN,0,0,0,NaN,12.9
2012,2,29,36.603686,-121.889271,0,Monterey Wharf,NaN,6.28,NaN,NaN,NaN,NaN,0,180,180,NaN,10.3
2012,3,7,36.603686,-121.889271,0,Monterey Wharf,NaN,21.73,NaN,NaN,NaN,NaN,1006,2346,3352,NaN,10.1
2012,3,14,36.603686,-121.889271,0,Monterey Wharf,NaN,9.17,NaN,NaN,NaN,NaN,0,100,100,NaN,11.8
2012,3,21,36.603686,-121.889271,0,Monterey Wharf,NaN,5.48,NaN,NaN,NaN,NaN,0,0,0,NaN,13.25
2012,4,4,36.603686,-121.889271,0,Monterey Wharf,NaN,6.74,NaN,NaN,NaN,NaN,0,0,0,NaN,11.65
2012,4,11,36.603686,-121.889271,0,Monterey Wharf,NaN,7.11,NaN,NaN,NaN,NaN,0,189,189,NaN,11.85
2012,4,18,36.603686,-121.889271,0,Monterey Wharf,NaN,3.88,NaN,NaN,NaN,NaN,0,0,0,NaN,13.45
2012,4,25,36.603686,-121.889271,0,Monterey Wharf,NaN,20.37,NaN,NaN,NaN,NaN,29073,21942,51015,NaN,13.15
2012,5,2,36.603686,-121.889271,0,Monterey Wharf,NaN,17.01,NaN,NaN,NaN,NaN,27059,48105,75164,NaN,12.95
2012,5,9,36.603686,-121.889271,0,Monterey Wharf,NaN,26.77,NaN,NaN,NaN,NaN,10561,37227,47788,NaN,13.15
2012,5,16,36.603686,-121.889271,0,Monterey Wharf,NaN,13.82,NaN,NaN,NaN,NaN,802,35648,36450,NaN,11.7
2012,5,23,36.603686,-121.889271,0,Monterey Wharf,NaN,55.59,NaN,NaN,NaN,NaN,9256,48233,57489,NaN,13.15
2012,6,6,36.603686,-121.889271,0,Monterey Wharf,NaN,10.94,NaN,NaN,NaN,NaN,7623,3892,11515,NaN,12.2
2012,6,13,36.603686,-121.889271,0,Monterey Wharf,NaN,5.93,NaN,NaN,NaN,NaN,6403,7191,13594,NaN,12
2012,6,20,36.603686,-121.889271,0,Monterey Wharf,NaN,42.66,NaN,NaN,NaN,NaN,4510,6203,10713,NaN,13
2012,6,27,36.603686,-121.889271,0,Monterey Wharf,NaN,3.73,NaN,NaN,NaN,NaN,493,1668,2161,NaN,14.6
2012,7,3,36.603686,-121.889271,0,Monterey Wharf,NaN,22.12,NaN,NaN,NaN,NaN,1003,4013,5016,NaN,15.85
2012,7,11,36.603686,-121.889271,0,Monterey Wharf,NaN,21.42,NaN,NaN,NaN,NaN,1028,25894,26922,NaN,13.5
2012,7,16,36.603686,-121.889271,0,Monterey Wharf,NaN,26.34,NaN,NaN,NaN,NaN,1779,15834,17613,NaN,13
2012,7,25,36.603686,-121.889271,0,Monterey Wharf,NaN,19.99,NaN,NaN,NaN,NaN,7106,150859,157965,NaN,13.85
2012,8,1,36.603686,-121.889271,0,Monterey Wharf,NaN,9.41,NaN,NaN,NaN,NaN,657,72370,73027,NaN,14.75
2012,8,8,36.603686,-121.889271,0,Monterey Wharf,NaN,31.98,NaN,NaN,NaN,NaN,14221,196156,210377,NaN,15.05
2012,8,15,36.603686,-121.889271,0,Monterey Wharf,NaN,40.16,NaN,NaN,NaN,NaN,2106,208579,210685,NaN,14.8
2012,8,30,36.603686,-121.889271,0,Monterey Wharf,NaN,9.71,NaN,NaN,NaN,NaN,4172,42187,46359,NaN,14.7
2012,9,5,36.603686,-121.889271,0,Monterey Wharf,NaN,9.57,NaN,NaN,NaN,NaN,2749,4215,6964,NaN,14.6
2012,9,12,36.603686,-121.889271,0,Monterey Wharf,NaN,10.3,NaN,NaN,NaN,NaN,4527,28860,33387,NaN,15.2
2012,9,19,36.603686,-121.889271,0,Monterey Wharf,NaN,15.37,NaN,NaN,NaN,NaN,4032,50399,54431,NaN,15.2
2012,9,26,36.603686,-121.889271,0,Monterey Wharf,NaN,9.61,NaN,NaN,NaN,NaN,948,14418,15366,NaN,14.4
2012,10,3,36.603686,-121.889271,0,Monterey Wharf,NaN,14.88,NaN,NaN,NaN,NaN,0,0,0,NaN,16.1
2012,10,10,36.603686,-121.889271,0,Monterey Wharf,NaN,7.81,NaN,NaN,NaN,NaN,0,0,0,NaN,16.55
2012,10,17,36.603686,-121.889271,0,Monterey Wharf,NaN,11.19,NaN,NaN,NaN,NaN,0,100,100,NaN,16.1
2012,10,24,36.603686,-121.889271,0,Monterey Wharf,NaN,4.33,NaN,NaN,NaN,NaN,0,716,716,NaN,14.05
2012,10,31,36.603686,-121.889271,0,Monterey Wharf,NaN,8.76,NaN,NaN,NaN,NaN,308,61270,61578,NaN,14.85
2012,11,7,36.603686,-121.889271,0,Monterey Wharf,NaN,9.59,NaN,NaN,NaN,NaN,772,61540,62312,NaN,15.1
2012,11,14,36.603686,-121.889271,0,Monterey Wharf,NaN,18.28,NaN,NaN,NaN,NaN,529,175677,176206,NaN,13.1
2012,11,21,36.603686,-121.889271,0,Monterey Wharf,NaN,2.61,NaN,NaN,NaN,NaN,0,28924,28924,NaN,15.15
2012,11,28,36.603686,-121.889271,0,Monterey Wharf,NaN,5.98,NaN,NaN,NaN,NaN,188,9940,10128,NaN,14.55
2012,12,5,36.603686,-121.889271,0,Monterey Wharf,NaN,4.45,NaN,NaN,NaN,NaN,0,0,0,NaN,14.95
2012,12,12,36.603686,-121.889271,0,Monterey Wharf,NaN,7.25,NaN,NaN,NaN,NaN,0,0,0,NaN,13.8
2012,12,19,36.603686,-121.889271,0,Monterey Wharf,NaN,5.56,NaN,NaN,NaN,NaN,0,0,0,NaN,11.95
2013,1,9,36.603686,-121.889271,0,Monterey Wharf,NaN,6.58,NaN,NaN,NaN,NaN,891,729,1620,NaN,11.95
2013,1,16,36.603686,-121.889271,0,Monterey Wharf,NaN,3.4,NaN,NaN,NaN,NaN,0,180,180,NaN,10.1
2013,1,23,36.603686,-121.889271,0,Monterey Wharf,NaN,3.52,NaN,NaN,NaN,NaN,0,675,675,NaN,11.4
2013,1,30,36.603686,-121.889271,0,Monterey Wharf,NaN,4.51,NaN,NaN,NaN,NaN,0,0,0,NaN,11.3
2013,2,6,36.603686,-121.889271,0,Monterey Wharf,NaN,3.98,NaN,NaN,NaN,NaN,0,2572,2572,NaN,11.3
2013,2,13,36.603686,-121.889271,0,Monterey Wharf,NaN,7.31,NaN,NaN,NaN,NaN,0,0,0,NaN,10.9
2013,2,20,36.603686,-121.889271,0,Monterey Wharf,NaN,6.95,NaN,NaN,NaN,NaN,0,6481,6481,NaN,10.7
2013,2,27,36.603686,-121.889271,0,Monterey Wharf,NaN,13.4,NaN,NaN,NaN,NaN,0,63919,63919,NaN,11.7
2013,3,6,36.603686,-121.889271,0,Monterey Wharf,NaN,7.77,NaN,NaN,NaN,NaN,1071,9432,10503,NaN,11.05
2013,3,13,36.603686,-121.889271,0,Monterey Wharf,NaN,12.48,NaN,NaN,NaN,NaN,5579,46079,51658,NaN,11.3
2013,3,27,36.603686,-121.889271,0,Monterey Wharf,NaN,28.96,NaN,NaN,NaN,NaN,40555,291028,331583,NaN,12.3
2013,4,3,36.603686,-121.889271,0,Monterey Wharf,NaN,13.82,NaN,NaN,NaN,NaN,6225,95163,101388,NaN,14.3
2013,4,10,36.603686,-121.889271,0,Monterey Wharf,NaN,22.83,NaN,NaN,NaN,NaN,12031,130855,142886,NaN,13
2013,4,17,36.603686,-121.889271,0,Monterey Wharf,NaN,26.68,NaN,NaN,NaN,NaN,42402,183900,226302,NaN,11.45
2013,4,21,36.603686,-121.889271,0,Monterey Wharf,NaN,27.62,NaN,NaN,NaN,NaN,27978,148539,176517,NaN,11.9
2013,5,1,36.603686,-121.889271,0,Monterey Wharf,NaN,66.59,NaN,NaN,NaN,NaN,71530,515746,587276,NaN,12.35
2013,5,8,36.603686,-121.889271,0,Monterey Wharf,NaN,81.4,NaN,NaN,NaN,NaN,131530,325014,456544,NaN,13
2013,5,15,36.603686,-121.889271,0,Monterey Wharf,NaN,29.92,NaN,NaN,NaN,NaN,67735,179441,247176,NaN,13.75
2013,5,22,36.603686,-121.889271,0,Monterey Wharf,NaN,44.91,NaN,NaN,NaN,NaN,140263,468517,608780,NaN,13.1
2013,5,29,36.603686,-121.889271,0,Monterey Wharf,NaN,87.57,NaN,NaN,NaN,NaN,108447,623778,732225,NaN,14.65
2013,6,5,36.603686,-121.889271,0,Monterey Wharf,NaN,94.57,NaN,NaN,NaN,NaN,88270,493600,581870,NaN,12.8
2013,6,12,36.603686,-121.889271,0,Monterey Wharf,NaN,7.27,NaN,NaN,NaN,NaN,13053,30610,43663,NaN,14.45
2013,6,19,36.603686,-121.889271,0,Monterey Wharf,NaN,9.16,NaN,NaN,NaN,NaN,22040,124993,147033,NaN,14.8
2013,6,26,36.603686,-121.889271,0,Monterey Wharf,NaN,27.06,NaN,NaN,NaN,NaN,47864,225175,273039,NaN,15.35
2013,7,3,36.603686,-121.889271,0,Monterey Wharf,NaN,18.33,NaN,NaN,NaN,NaN,39402,135261,174663,NaN,14.8
2013,7,10,36.603686,-121.889271,0,Monterey Wharf,NaN,5.24,NaN,NaN,NaN,NaN,6902,37222,44124,NaN,16.2
2013,7,18,36.603686,-121.889271,0,Monterey Wharf,NaN,13.95,NaN,NaN,NaN,NaN,4930,6645,11575,NaN,17.05
2013,7,24,36.603686,-121.889271,0,Monterey Wharf,NaN,37.67,NaN,NaN,NaN,NaN,13203,131333,144536,NaN,16.65
2013,7,31,36.603686,-121.889271,0,Monterey Wharf,NaN,32.98,NaN,NaN,NaN,NaN,28050,153269,181319,NaN,14.65
2013,8,7,36.603686,-121.889271,0,Monterey Wharf,NaN,57.07,NaN,NaN,NaN,NaN,45613,386902,432515,NaN,14.75
2013,8,14,36.603686,-121.889271,0,Monterey Wharf,NaN,15,NaN,NaN,NaN,NaN,49006,107055,156061,NaN,14.65
2013,8,21,36.603686,-121.889271,0,Monterey Wharf,NaN,38.47,NaN,NaN,NaN,NaN,97469,392053,489522,NaN,15.2
2013,8,28,36.603686,-121.889271,0,Monterey Wharf,NaN,4.45,NaN,NaN,NaN,NaN,450,3601,4051,NaN,16.95
2013,9,4,36.603686,-121.889271,0,Monterey Wharf,NaN,38.41,NaN,NaN,NaN,NaN,124955,407447,532402,NaN,15.35
2013,9,11,36.603686,-121.889271,0,Monterey Wharf,NaN,30,NaN,NaN,NaN,NaN,66876,450136,517012,NaN,14.7
2013,9,17,36.603686,-121.889271,0,Monterey Wharf,NaN,12,NaN,NaN,NaN,NaN,46085,87455,133540,NaN,NaN
2013,9,19,36.603686,-121.889271,0,Monterey Wharf,NaN,29,NaN,NaN,NaN,NaN,112020,238371,350391,NaN,NaN
2013,9,25,36.603686,-121.889271,0,Monterey Wharf,NaN,54.16,NaN,NaN,NaN,NaN,2830,15090,17920,NaN,15.5
2013,10,9,36.603686,-121.889271,0,Monterey Wharf,NaN,18.07,NaN,NaN,NaN,NaN,6749,74275,81024,NaN,12.95
2013,10,16,36.603686,-121.889271,0,Monterey Wharf,NaN,8.65,NaN,NaN,NaN,NaN,13931,70094,84025,NaN,13.6
2013,11,6,36.603686,-121.889271,0,Monterey Wharf,NaN,17.77,NaN,NaN,NaN,NaN,0,0,0,NaN,12.4
2013,11,13,36.603686,-121.889271,0,Monterey Wharf,NaN,41.83,NaN,NaN,NaN,NaN,1980,130064,132044,NaN,13.4
2013,11,20,36.603686,-121.889271,0,Monterey Wharf,NaN,2.69,NaN,NaN,NaN,NaN,0,1206,1206,NaN,13.7
2013,11,26,36.603686,-121.889271,0,Monterey Wharf,NaN,4,NaN,NaN,NaN,NaN,0,0,0,NaN,11.7
2013,12,4,36.603686,-121.889271,0,Monterey Wharf,NaN,2.88,NaN,NaN,NaN,NaN,0,0,0,NaN,11.05
2013,12,11,36.603686,-121.889271,0,Monterey Wharf,NaN,2.65,NaN,NaN,NaN,NaN,0,0,0,NaN,9.3
2013,12,18,36.603686,-121.889271,0,Monterey Wharf,NaN,4.74,NaN,NaN,NaN,NaN,0,0,0,NaN,12.4
2014,1,8,36.603686,-121.889271,0,Monterey Wharf,NaN,3.65,NaN,NaN,NaN,NaN,0,0,0,NaN,12.8
2014,1,15,36.603686,-121.889271,0,Monterey Wharf,NaN,5.42,NaN,NaN,NaN,NaN,1286,0,1286,NaN,12.3
2014,1,22,36.603686,-121.889271,0,Monterey Wharf,NaN,1.32,NaN,NaN,NaN,NaN,198,0,198,NaN,11.55
2014,1,29,36.603686,-121.889271,0,Monterey Wharf,NaN,2.69,NaN,NaN,NaN,NaN,0,0,0,NaN,14.75
2014,2,5,36.603686,-121.889271,0,Monterey Wharf,NaN,1.5,NaN,NaN,NaN,NaN,0,0,0,NaN,12.35
2014,2,12,36.603686,-121.889271,0,Monterey Wharf,NaN,6.68,NaN,NaN,NaN,NaN,0,0,0,NaN,13.3
2014,2,19,36.603686,-121.889271,0,Monterey Wharf,NaN,3.08,NaN,NaN,NaN,NaN,0,0,0,NaN,13.75
2014,2,26,36.603686,-121.889271,0,Monterey Wharf,NaN,12.65,NaN,NaN,NaN,NaN,5761,1152,6913,NaN,13.85
2014,3,5,36.603686,-121.889271,0,Monterey Wharf,NaN,4.67,NaN,NaN,NaN,NaN,2359,42912,45271,NaN,13.65
2014,3,12,36.603686,-121.889271,0,Monterey Wharf,NaN,23.51,NaN,NaN,NaN,NaN,1613,19700,21313,NaN,13.9
2014,3,19,36.603686,-121.889271,0,Monterey Wharf,NaN,9.69,NaN,NaN,NaN,NaN,794,16852,17646,NaN,12.55
2014,3,26,36.603686,-121.889271,0,Monterey Wharf,NaN,120.05,NaN,NaN,NaN,NaN,2242,558270,560512,NaN,12.95
2014,4,2,36.603686,-121.889271,0,Monterey Wharf,NaN,10.23,NaN,NaN,NaN,NaN,835,209,1044,NaN,13.15
2014,4,7,36.603686,-121.889271,0,Monterey Wharf,NaN,29.8,NaN,NaN,NaN,NaN,11200,260649,271849,NaN,12.65
2014,4,9,36.603686,-121.889271,0,Monterey Wharf,NaN,10.21,NaN,NaN,NaN,NaN,1157,145844,147001,NaN,13.35
2014,4,16,36.603686,-121.889271,0,Monterey Wharf,NaN,37.1,NaN,NaN,NaN,NaN,1832,74511,76343,NaN,14.85
2014,4,23,36.603686,-121.889271,0,Monterey Wharf,NaN,75.69,NaN,NaN,NaN,NaN,24624,60580,85204,NaN,12.9
2014,4,30,36.603686,-121.889271,0,Monterey Wharf,NaN,12.75,NaN,NaN,NaN,NaN,17791,11575,29366,NaN,15.55
2014,5,7,36.603686,-121.889271,0,Monterey Wharf,NaN,29.8,NaN,NaN,NaN,NaN,11200,260649,271849,NaN,12.65
2014,5,14,36.603686,-121.889271,0,Monterey Wharf,NaN,11.25,NaN,NaN,NaN,NaN,14607,281330,295937,NaN,16.525
2014,5,28,36.603686,-121.889271,0,Monterey Wharf,NaN,17.16,NaN,NaN,NaN,NaN,12422,70456,82878,NaN,13.25
2014,6,4,36.603686,-121.889271,0,Monterey Wharf,NaN,21.91,NaN,NaN,NaN,NaN,20931,92278,113209,NaN,12.375
2014,6,11,36.603686,-121.889271,0,Monterey Wharf,NaN,12.19,NaN,NaN,NaN,NaN,12861,94745,107606,NaN,15
2014,6,18,36.603686,-121.889271,0,Monterey Wharf,NaN,23.23,NaN,NaN,NaN,NaN,3698,44124,47822,NaN,15.55
2014,6,25,36.603686,-121.889271,0,Monterey Wharf,NaN,29.4,NaN,NaN,NaN,NaN,7690,62837,70527,NaN,15.1
2014,7,3,36.603686,-121.889271,0,Monterey Wharf,NaN,26.86,NaN,NaN,NaN,NaN,19067,164797,183864,NaN,14.956
2014,7,9,36.603686,-121.889271,0,Monterey Wharf,NaN,18.53,NaN,NaN,NaN,NaN,32609,109869,142478,NaN,14.35
2014,7,16,36.603686,-121.889271,0,Monterey Wharf,NaN,11.07,NaN,NaN,NaN,NaN,19806,86940,106746,NaN,16.6
2014,7,23,36.603686,-121.889271,0,Monterey Wharf,NaN,3.83,NaN,NaN,NaN,NaN,0,0,0,NaN,18.4
2014,7,30,36.603686,-121.889271,0,Monterey Wharf,NaN,22.41,NaN,NaN,NaN,NaN,193,964,1157,NaN,18.48
2014,8,6,36.603686,-121.889271,0,Monterey Wharf,NaN,8.34,NaN,NaN,NaN,NaN,29527,60682,90209,NaN,17.6
2014,8,13,36.603686,-121.889271,0,Monterey Wharf,NaN,19.55,NaN,NaN,NaN,NaN,45003,123197,168200,NaN,16.2
2014,8,20,36.603686,-121.889271,0,Monterey Wharf,NaN,7.65,NaN,NaN,NaN,NaN,33444,108027,141471,NaN,16
2014,8,27,36.603686,-121.889271,0,Monterey Wharf,NaN,9.32,NaN,NaN,NaN,NaN,80375,158411,238786,NaN,18.1
2014,9,3,36.603686,-121.889271,0,Monterey Wharf,NaN,13.67,NaN,NaN,NaN,NaN,772,193,965,NaN,18.53
2014,9,10,36.603686,-121.889271,0,Monterey Wharf,NaN,8.18,NaN,NaN,NaN,NaN,2036,8553,10589,NaN,17.37
2014,9,17,36.603686,-121.889271,0,Monterey Wharf,NaN,6.92,NaN,NaN,NaN,NaN,771,34145,34916,NaN,16.7
2014,9,24,36.603686,-121.889271,0,Monterey Wharf,NaN,3.87,NaN,NaN,NaN,NaN,627,2717,3344,NaN,17.85
2014,10,1,36.603686,-121.889271,0,Monterey Wharf,NaN,16.39,NaN,NaN,NaN,NaN,857,4930,5787,NaN,17.3
2014,10,8,36.603686,-121.889271,0,Monterey Wharf,NaN,13.39,NaN,NaN,NaN,NaN,2438,120410,122848,NaN,16
2014,10,15,36.603686,-121.889271,0,Monterey Wharf,NaN,6.1,NaN,NaN,NaN,NaN,192,8874,9066,NaN,16.3
2014,10,22,36.603686,-121.889271,0,Monterey Wharf,NaN,2.35,NaN,NaN,NaN,NaN,0,0,0,NaN,17.2
2014,10,29,36.603686,-121.889271,0,Monterey Wharf,NaN,7.79,NaN,NaN,NaN,NaN,0,210,210,NaN,NaN
2014,11,5,36.603686,-121.889271,0,Monterey Wharf,NaN,13.96,NaN,NaN,NaN,NaN,205,409,614,NaN,16.15
2014,11,12,36.603686,-121.889271,0,Monterey Wharf,NaN,6.32,NaN,NaN,NaN,NaN,2358,5787,8145,NaN,14.48
2014,11,19,36.603686,-121.889271,0,Monterey Wharf,NaN,3.54,NaN,NaN,NaN,NaN,396,1190,1586,NaN,15.05
2014,11,26,36.603686,-121.889271,0,Monterey Wharf,NaN,2.62,NaN,NaN,NaN,NaN,0,0,0,NaN,16.08
2014,12,3,36.603686,-121.889271,0,Monterey Wharf,NaN,2.95,NaN,NaN,NaN,NaN,0,0,0,NaN,15.69
2014,12,17,36.603686,-121.889271,0,Monterey Wharf,NaN,2.67,NaN,NaN,NaN,NaN,0,0,0,NaN,16.25
2014,12,23,36.603686,-121.889271,0,Monterey Wharf,NaN,3.7,NaN,NaN,NaN,NaN,1726,0,1726,NaN,16.8
2014,12,30,36.603686,-121.889271,0,Monterey Wharf,NaN,4.24,NaN,NaN,NaN,NaN,1479,0,1479,NaN,14.25
2015,1,14,36.603686,-121.889271,0,Monterey Wharf,NaN,2.77,NaN,NaN,NaN,NaN,857,1072,1929,NaN,13.88
2015,1,21,36.603686,-121.889271,0,Monterey Wharf,NaN,NaN,NaN,NaN,NaN,NaN,1886,4008,5894,NaN,14.95
2015,1,29,36.603686,-121.889271,0,Monterey Wharf,NaN,2.35,NaN,NaN,NaN,NaN,0,0,0,NaN,14.225
2015,2,4,36.603686,-121.889271,0,Monterey Wharf,NaN,4.17,NaN,NaN,NaN,NaN,857,0,857,NaN,14.45
2015,2,11,36.603686,-121.889271,0,Monterey Wharf,NaN,3.19,NaN,NaN,NaN,NaN,1286,0,1286,NaN,14.9
2015,2,18,36.603686,-121.889271,0,Monterey Wharf,NaN,4.46,NaN,NaN,NaN,NaN,0,0,0,NaN,14.95
2015,2,25,36.603686,-121.889271,0,Monterey Wharf,NaN,10.53,NaN,NaN,NaN,NaN,0,0,0,NaN,15.47
2015,3,4,36.603686,-121.889271,0,Monterey Wharf,NaN,9.78,NaN,NaN,NaN,NaN,1286,0,1286,NaN,15.47
2015,3,11,36.603686,-121.889271,0,Monterey Wharf,NaN,14.51,NaN,NaN,NaN,NaN,13505,13074,26579,NaN,13.925
2015,3,18,36.603686,-121.889271,0,Monterey Wharf,NaN,1.17,NaN,NaN,NaN,NaN,643,7930,8573,NaN,14.3
2015,3,25,36.603686,-121.889271,0,Monterey Wharf,NaN,7.61,NaN,NaN,NaN,NaN,0,0,0,NaN,15.5
2015,4,1,36.603686,-121.889271,0,Monterey Wharf,NaN,9.39,NaN,NaN,NaN,NaN,643,7717,8360,NaN,13.9
2015,4,8,36.603686,-121.889271,0,Monterey Wharf,NaN,21.82,NaN,NaN,NaN,NaN,12217,47585,59802,NaN,11.7
2015,4,15,36.603686,-121.889271,0,Monterey Wharf,NaN,13.13,NaN,NaN,NaN,NaN,2814,27062,29876,NaN,12.5
2015,4,22,36.603686,-121.889271,0,Monterey Wharf,NaN,43.3,NaN,NaN,NaN,NaN,25433,178703,204136,NaN,12.27
2015,4,29,36.603686,-121.889271,0,Monterey Wharf,NaN,22.42,NaN,NaN,NaN,NaN,9453,138867,148320,NaN,13.2
2015,5,6,36.603686,-121.889271,0,Monterey Wharf,NaN,16.99,NaN,NaN,NaN,NaN,9449,151249,160698,NaN,12.5
2015,5,13,36.603686,-121.889271,0,Monterey Wharf,NaN,5.2,NaN,NaN,NaN,NaN,1498,51447,52945,NaN,13.13
2015,5,20,36.603686,-121.889271,0,Monterey Wharf,NaN,16.28,NaN,NaN,NaN,NaN,3292,70019,73311,NaN,14.6
2015,5,27,36.603686,-121.889271,0,Monterey Wharf,NaN,8.65,NaN,NaN,NaN,NaN,2144,112533,114677,NaN,14.9
2015,6,10,36.603686,-121.889271,0,Monterey Wharf,NaN,10.2,NaN,NaN,NaN,NaN,428,51873,52301,NaN,16
2015,6,17,36.603686,-121.889271,0,Monterey Wharf,NaN,3.36,NaN,NaN,NaN,NaN,2381,19268,21649,NaN,16.1
2015,6,24,36.603686,-121.889271,0,Monterey Wharf,NaN,12.42,NaN,NaN,NaN,NaN,10286,68595,78881,NaN,14.63
2015,7,1,36.603686,-121.889271,0,Monterey Wharf,NaN,7.87,NaN,NaN,NaN,NaN,3050,50465,53515,NaN,15.3
2015,7,8,36.603686,-121.889271,0,Monterey Wharf,NaN,3.22,NaN,NaN,NaN,NaN,1073,39868,40941,NaN,16.7
2015,7,15,36.603686,-121.889271,0,Monterey Wharf,NaN,9.8,NaN,NaN,NaN,NaN,0,26793,26793,NaN,18
2015,7,22,36.603686,-121.889271,0,Monterey Wharf,NaN,10.6,NaN,NaN,NaN,NaN,0,13932,13932,NaN,18.2
2015,7,29,36.603686,-121.889271,0,Monterey Wharf,NaN,17.7,NaN,NaN,NaN,NaN,3648,114030,117678,NaN,17.43
2015,8,5,36.603686,-121.889271,0,Monterey Wharf,NaN,7.77,NaN,NaN,NaN,NaN,0,2572,2572,NaN,18.3
2015,8,12,36.603686,-121.889271,0,Monterey Wharf,NaN,7.7,NaN,NaN,NaN,NaN,643,42656,43299,NaN,17.4
2015,8,19,36.603686,-121.889271,0,Monterey Wharf,NaN,21.6,NaN,NaN,NaN,NaN,11370,194612,205982,NaN,16.6
2015,8,26,36.603686,-121.889271,0,Monterey Wharf,NaN,10.65,NaN,NaN,NaN,NaN,16076,31723,47799,NaN,17.8
2015,9,2,36.603686,-121.889271,0,Monterey Wharf,NaN,16.4,NaN,NaN,NaN,NaN,9431,53587,63018,NaN,18.1
2015,9,9,36.603686,-121.889271,0,Monterey Wharf,NaN,11.21,NaN,NaN,NaN,NaN,19293,17575,36868,NaN,17.23
2015,9,16,36.603686,-121.889271,0,Monterey Wharf,NaN,5.15,NaN,NaN,NaN,NaN,1499,26581,28080,NaN,16.36
2015,9,23,36.603686,-121.889271,0,Monterey Wharf,NaN,18,NaN,NaN,NaN,NaN,429,0,429,NaN,18.36
2015,9,30,36.603686,-121.889271,0,Monterey Wharf,NaN,10.29,NaN,NaN,NaN,NaN,0,3644,3644,NaN,17.69
2015,10,7,36.603686,-121.889271,0,Monterey Wharf,NaN,17.99,NaN,NaN,NaN,NaN,429,428,857,NaN,17.98
2015,10,14,36.603686,-121.889271,0,Monterey Wharf,NaN,6.3,NaN,NaN,NaN,NaN,1286,643,1929,NaN,17.17
2015,10,21,36.603686,-121.889271,0,Monterey Wharf,NaN,5.22,NaN,NaN,NaN,NaN,1072,0,1072,NaN,17.56
2015,10,28,36.603686,-121.889271,0,Monterey Wharf,NaN,7.54,NaN,NaN,NaN,NaN,7288,3644,10932,NaN,17.64
2015,11,4,36.603686,-121.889271,0,Monterey Wharf,NaN,7.01,NaN,NaN,NaN,NaN,1783,1561,3344,NaN,15.87
2015,11,11,36.603686,-121.889271,0,Monterey Wharf,NaN,6.37,NaN,NaN,NaN,NaN,7717,3001,10718,NaN,14.44
2015,11,24,36.603686,-121.889271,0,Monterey Wharf,NaN,16.82,NaN,NaN,NaN,NaN,16505,16934,33439,NaN,13.95
2015,12,2,36.603686,-121.889271,0,Monterey Wharf,NaN,4.71,NaN,NaN,NaN,NaN,429,0,429,NaN,14.39
